system,timetable,policy,subset_rank,kn_rank,mean_H_subset,mean_H_final,mean_H_eval,std_H_eval,min_H_eval,max_H_eval,final_eval_reps,selected_by_kn,daily_qik_json,weekly_qik_json
3148,R2,R2_cand_3148,7,10,1.061094724496066,1.06686344619499,1.0352941197399257,0.07408599872099358,0.9459257904257294,1.1052204476359129,5,False,"[[1, 1, 0, 2, 2, 1, 2, 0], [1, 1, 0, 2, 2, 1, 2, 0]]","[[1, 1, 0, 2, 2, 1, 2, 0, 1, 1, 0, 2, 2, 1, 2, 0, 1, 1, 0, 2, 2, 1, 2, 0, 1, 1, 0, 2, 2, 1, 2, 0, 1, 1, 0, 2, 2, 1, 2, 0], [1, 1, 0, 2, 2, 1, 2, 0, 1, 1, 0, 2, 2, 1, 2, 0, 1, 1, 0, 2, 2, 1, 2, 0, 1, 1, 0, 2, 2, 1, 2, 0, 1, 1, 0, 2, 2, 1, 2, 0]]"
1688,R2,R2_cand_1688,2,7,1.0445522793883397,0.2837793760479055,1.059647987008113,0.0395485957830196,1.0126955129924418,1.1027167960083164,5,False,"[[0, 2, 0, 2, 2, 1, 1, 1], [0, 2, 0, 2, 2, 1, 1, 1]]","[[0, 2, 0, 2, 2, 1, 1, 1, 0, 2, 0, 2, 2, 1, 1, 1, 0, 2, 0, 2, 2, 1, 1, 1, 0, 2, 0, 2, 2, 1, 1, 1, 0, 2, 0, 2, 2, 1, 1, 1], [0, 2, 0, 2, 2, 1, 1, 1, 0, 2, 0, 2, 2, 1, 1, 1, 0, 2, 0, 2, 2, 1, 1, 1, 0, 2, 0, 2, 2, 1, 1, 1, 0, 2, 0, 2, 2, 1, 1, 1]]"
1690,R2,R2_cand_1690,1,9,1.026271368607292,1.0478239629802097,1.070065614488147,0.058463682490029145,1.0146228065735097,1.162138292889498,5,True,"[[0, 2, 0, 2, 2, 1, 2, 0], [0, 2, 0, 2, 2, 1, 2, 0]]","[[0, 2, 0, 2, 2, 1, 2, 0, 0, 2, 0, 2, 2, 1, 2, 0, 0, 2, 0, 2, 2, 1, 2, 0, 0, 2, 0, 2, 2, 1, 2, 0, 0, 2, 0, 2, 2, 1, 2, 0], [0, 2, 0, 2, 2, 1, 2, 0, 0, 2, 0, 2, 2, 1, 2, 0, 0, 2, 0, 2, 2, 1, 2, 0, 0, 2, 0, 2, 2, 1, 2, 0, 0, 2, 0, 2, 2, 1, 2, 0]]"
1204,R2,R2_cand_1204,4,5,1.0520089759940994,0.1335318007485516,1.0716491195995654,0.03954298562626117,1.0095822550432159,1.1189071585496837,5,False,"[[0, 1, 1, 2, 2, 1, 2, 0], [0, 1, 1, 2, 2, 1, 2, 0]]","[[0, 1, 1, 2, 2, 1, 2, 0, 0, 1, 1, 2, 2, 1, 2, 0, 0, 1, 1, 2, 2, 1, 2, 0, 0, 1, 1, 2, 2, 1, 2, 0, 0, 1, 1, 2, 2, 1, 2, 0], [0, 1, 1, 2, 2, 1, 2, 0, 0, 1, 1, 2, 2, 1, 2, 0, 0, 1, 1, 2, 2, 1, 2, 0, 0, 1, 1, 2, 2, 1, 2, 0, 0, 1, 1, 2, 2, 1, 2, 0]]"
1202,R2,R2_cand_1202,6,8,1.0568910011416413,0.3534359078822143,1.084694869247862,0.04414409617522613,1.0222175939520217,1.12187916287587,5,False,"[[0, 1, 1, 2, 2, 1, 1, 1], [0, 1, 1, 2, 2, 1, 1, 1]]","[[0, 1, 1, 2, 2, 1, 1, 1, 0, 1, 1, 2, 2, 1, 1, 1, 0, 1, 1, 2, 2, 1, 1, 1, 0, 1, 1, 2, 2, 1, 1, 1, 0, 1, 1, 2, 2, 1, 1, 1], [0, 1, 1, 2, 2, 1, 1, 1, 0, 1, 1, 2, 2, 1, 1, 1, 0, 1, 1, 2, 2, 1, 1, 1, 0, 1, 1, 2, 2, 1, 1, 1, 0, 1, 1, 2, 2, 1, 1, 1]]"
1772,R2,R2_cand_1772,9,1,1.062738318498223,0.003414737969193887,1.104455894903317,0.062616850827174,1.0138205072596742,1.186396832573144,5,False,"[[0, 2, 1, 0, 2, 1, 2, 1], [0, 2, 1, 0, 2, 1, 2, 1]]","[[0, 2, 1, 0, 2, 1, 2, 1, 0, 2, 1, 0, 2, 1, 2, 1, 0, 2, 1, 0, 2, 1, 2, 1, 0, 2, 1, 0, 2, 1, 2, 1, 0, 2, 1, 0, 2, 1, 2, 1], [0, 2, 1, 0, 2, 1, 2, 1, 0, 2, 1, 0, 2, 1, 2, 1, 0, 2, 1, 0, 2, 1, 2, 1, 0, 2, 1, 0, 2, 1, 2, 1, 0, 2, 1, 0, 2, 1, 2, 1]]"
1689,R2,R2_cand_1689,5,4,1.0561579363852118,0.08328608813291387,1.118565047051304,0.06616022664790955,1.0238201196047383,1.1859784793730668,5,False,"[[0, 2, 0, 2, 2, 1, 1, 2], [0, 2, 0, 2, 2, 1, 1, 2]]","[[0, 2, 0, 2, 2, 1, 1, 2, 0, 2, 0, 2, 2, 1, 1, 2, 0, 2, 0, 2, 2, 1, 1, 2, 0, 2, 0, 2, 2, 1, 1, 2, 0, 2, 0, 2, 2, 1, 1, 2], [0, 2, 0, 2, 2, 1, 1, 2, 0, 2, 0, 2, 2, 1, 1, 2, 0, 2, 0, 2, 2, 1, 1, 2, 0, 2, 0, 2, 2, 1, 1, 2, 0, 2, 0, 2, 2, 1, 1, 2]]"
1205,R2,R2_cand_1205,10,3,1.0630968130606298,0.05513083586687744,1.1307062780298036,0.08998727972372816,1.0304426307087913,1.204565155260155,5,False,"[[0, 1, 1, 2, 2, 1, 2, 1], [0, 1, 1, 2, 2, 1, 2, 1]]","[[0, 1, 1, 2, 2, 1, 2, 1, 0, 1, 1, 2, 2, 1, 2, 1, 0, 1, 1, 2, 2, 1, 2, 1, 0, 1, 1, 2, 2, 1, 2, 1, 0, 1, 1, 2, 2, 1, 2, 1], [0, 1, 1, 2, 2, 1, 2, 1, 0, 1, 1, 2, 2, 1, 2, 1, 0, 1, 1, 2, 2, 1, 2, 1, 0, 1, 1, 2, 2, 1, 2, 1, 0, 1, 1, 2, 2, 1, 2, 1]]"
1700,R2,R2_cand_1700,3,6,1.0447367551593016,0.18274726446084977,1.1519359157973663,0.109530568212389,1.0348520240037664,1.2775611502442654,5,False,"[[0, 2, 0, 2, 2, 2, 2, 1], [0, 2, 0, 2, 2, 2, 2, 1]]","[[0, 2, 0, 2, 2, 2, 2, 1, 0, 2, 0, 2, 2, 2, 2, 1, 0, 2, 0, 2, 2, 2, 2, 1, 0, 2, 0, 2, 2, 2, 2, 1, 0, 2, 0, 2, 2, 2, 2, 1], [0, 2, 0, 2, 2, 2, 2, 1, 0, 2, 0, 2, 2, 2, 2, 1, 0, 2, 0, 2, 2, 2, 2, 1, 0, 2, 0, 2, 2, 2, 2, 1, 0, 2, 0, 2, 2, 2, 2, 1]]"
5994,R2,R2_cand_5994,8,2,1.0618468364079772,0.005507001147188625,1.2007387493881085,0.06600400590107852,1.111227179050922,1.2835546536925095,5,False,"[[2, 2, 0, 1, 2, 2, 2, 2], [2, 2, 0, 1, 2, 2, 2, 2]]","[[2, 2, 0, 1, 2, 2, 2, 2, 2, 2, 0, 1, 2, 2, 2, 2, 2, 2, 0, 1, 2, 2, 2, 2, 2, 2, 0, 1, 2, 2, 2, 2, 2, 2, 0, 1, 2, 2, 2, 2], [2, 2, 0, 1, 2, 2, 2, 2, 2, 2, 0, 1, 2, 2, 2, 2, 2, 2, 0, 1, 2, 2, 2, 2, 2, 2, 0, 1, 2, 2, 2, 2, 2, 2, 0, 1, 2, 2, 2, 2]]"
